Customer ID,Customer Tenure (years),Deposit Balance ($),Gross Monthly Income ($),BNPL Usage 3m,BNPL Usage 6m,BNPL Usage 9m,BNPL Usage 12m,Overdraft History,FICO Score,Current Credit Obligations ($),Payment Timeliness 30+,Payment Timeliness 60+,Payment Timeliness 90+,Debt Write-off,Credit Inquiries,Years Since Bankruptcy,Employment Status,Open Credit Accounts
18,2,5175.679708195571,4042.46,0,0,1,1,1,774.2752488189736,823.7307710414008,1,1,0,0,1,NA,Employed,1
19,5,3515.308127496801,3249.71,0,1,1,2,0,825.6758588642742,2075.867228613147,0,0,0,0,0,NA,Employed,3
20,5,4845.28658692377,2940.2,0,1,0,0,0,665.1239608944009,6154.646496190289,0,0,0,0,1,NA,Employed,6
21,8,7646.545629106293,3287.33,1,0,1,3,2,728.8417358604008,2979.520646528421,0,0,0,0,1,NA,Employed,3
22,3,1597.0761634497358,2317.42,0,2,1,0,0,631.2565407128653,2498.7887138988754,0,0,0,0,0,NA,Employed,4
23,11,3653.0437509468074,1453.58,0,1,0,1,0,687.7380744363257,3908.5011061227074,0,0,0,0,2,NA,Retired,4
24,9,4140.5865754815695,4350.31,0,0,1,1,2,740.4933100951224,655.3331413929224,0,0,0,0,0,NA,Employed,1
25,2,7495.737688032503,2141,0,0,2,0,0,729.6202703899265,2694.9529753253596,0,0,0,0,1,NA,Employed,3
26,5,6767.7598633795005,3284.21,1,0,1,1,1,649.6007412778397,8801.96586241075,0,0,0,0,1,NA,Unemployed,8
27,4,4884.216097404285,4739.62,0,2,0,0,0,732.8838074758302,1750.0317213153644,1,0,0,0,1,NA,Employed,3
28,8,2545.3512931110395,3647.61,1,1,0,1,0,567,8187.896819964391,0,0,0,0,0,0,Employed,8
29,5,5550.406575666223,4915.01,1,2,2,0,0,687.2048333067557,5336.630981385081,0,0,0,0,1,NA,Retired,5
30,7,5204.531445280194,1578.28,0,2,2,1,0,729.2045027679247,5403.784833427894,0,0,0,0,2,NA,Retired,6
31,6,6003.560412139184,2255.53,0,1,0,1,0,675.832906586556,8606.605044494914,0,0,0,0,2,NA,Employed,9
32,7,5004.600454320887,3226.19,1,0,2,2,0,714.1569775430208,5316.805553626382,0,0,0,0,0,NA,Student,5
33,4,2194.3950185503986,2943.39,0,0,2,2,1,642,4494.698770758498,0,0,0,0,0,1,Employed,4
34,6,4425.099003745964,3714.49,1,0,2,2,0,721.3828193993478,446.66452141317984,0,0,0,0,1,NA,Employed,1
35,0,8003.424603071393,4270.44,0,1,1,2,1,714.7693576111332,4851.851114777347,1,0,0,0,0,NA,Student,6
36,7,1658.5034564269604,4637.64,1,0,2,0,2,734.5061082418348,2227.7294480079627,0,0,0,0,2,NA,Employed,2
37,1,5302.462516840288,4313.19,0,1,0,0,0,589.892989332187,8038.586728871876,0,0,0,0,1,NA,Employed,9
38,3,8175.240582155749,2221.76,0,0,2,0,0,705.3009564484962,10344.51915073001,0,0,0,0,1,NA,Unemployed,10
39,8,4093.539640499819,2988.86,0,1,2,2,0,677.8284172895558,7027.25008032633,0,0,0,0,1,NA,Retired,9
40,5,6009.924143720499,3459.45,0,2,1,1,0,670.4111923487349,10072.35529009736,0,0,0,0,1,NA,Employed,9
41,4,4038.854077659755,2684.14,0,0,1,2,0,655.5778265889147,9344.649071697138,0,0,0,0,1,NA,Employed,10
42,4,5821.19720802115,2971.95,2,2,3,2,1,735.3001415664779,6624.33433202227,0,0,0,0,1,NA,Employed,7
43,1,2333.7910192664026,2633.02,0,0,1,0,0,635.2061243130946,5780.1790121308595,1,0,0,0,1,NA,Employed,5
44,10,3757.7477829411814,3592.64,0,1,0,2,0,636.1626841960966,12630.190456232152,0,0,0,0,1,NA,Employed,10
45,4,7138.136309647607,4478.4,0,1,0,2,1,746.2156198288264,9085.758177403317,1,0,0,0,2,NA,Student,9
46,9,9573.432539432932,1878.16,1,2,2,0,1,674,8159.608974728919,0,0,0,0,2,3,Unemployed,7
47,8,4149.489047262152,3451.73,0,1,0,2,0,656,3629.4852759094815,0,0,0,0,2,6,Employed,3
48,6,5748.967154057463,1912.03,0,0,1,0,2,659.5910000514326,8193.628218010785,0,0,0,0,0,NA,Employed,8
49,10,7427.5808866173875,3015.84,2,0,0,1,0,744.811206449391,5217.545608713068,0,0,0,0,0,NA,Employed,7
50,6,4551.55766986905,2725.08,0,1,2,2,0,643.7927294910952,3844.689623153189,0,0,0,0,0,NA,Student,4
51,4,5291.132997215999,2511.71,2,1,1,2,0,694.1230003096114,8289.029203472612,0,0,0,0,0,NA,Retired,10
52,4,6513.607339112794,2887.59,2,0,1,0,0,600,1620.266530980939,0,0,0,0,0,1,Employed,1
53,4,233.98882585600222,4715.56,0,1,1,0,0,689.4562803038108,2661.566595055618,0,0,0,0,0,NA,Retired,4
54,7,6254.457485552966,3942.11,0,0,3,0,0,653.1230975745492,5131.133055852538,0,0,0,0,2,NA,Employed,5
55,1,3261.027001341532,3373.86,0,0,2,0,1,624.4429146898037,8431.608183759881,0,0,0,0,0,NA,Employed,10
56,6,5217.44668288455,2487.11,0,1,1,0,1,608.3105355249393,4061.19996891507,0,0,0,0,0,NA,Employed,5
57,6,4355.604454072439,3028.16,1,0,1,2,0,598.0366253302092,858.6485983007071,0,0,0,0,0,NA,Employed,1
58,3,4846.990766660604,3122.86,1,1,1,2,1,340,1665.7948690533585,0,0,0,0,3,0,Unemployed,1
59,3,6843.167053729142,4392.87,0,1,0,1,2,664.8398272894082,8740.42849346298,0,0,0,0,3,NA,Student,10
60,5,5644.006598311375,3546.37,0,0,1,1,1,653.6918980325887,3507.884104122177,0,0,0,0,0,NA,Employed,4
61,6,3975.1215593204915,3068.61,0,0,0,0,2,694.7769609536825,9131.642011083051,0,0,0,0,2,NA,Employed,6
62,10,5228.493896819548,2857.89,1,0,0,0,0,700.1744944617681,8160.056999419539,0,0,0,0,1,NA,Employed,9
63,6,6794.605142961313,1298.74,0,0,1,1,0,783.5062650448989,9035.42439730419,0,0,0,0,0,NA,Unemployed,7
64,5,6057.323728485706,2453.83,0,0,0,0,0,770.7815238706089,7632.670680479405,0,0,0,0,0,NA,Unemployed,7
65,7,2085.0950693687596,2630.12,0,0,1,2,0,667.1630010565993,9970.954375086583,0,0,0,0,1,NA,Student,9
66,3,0,2140.63,0,0,0,4,1,718.4473001790757,5132.684474475145,1,0,0,0,1,NA,Employed,6
67,4,5758.416103889834,4472.96,0,1,0,1,0,706.3842758845949,5553.422715376137,1,0,0,0,0,NA,Employed,7
68,7,4270.497053737136,4423.64,1,0,0,2,0,736.3108630143805,6000.844229031483,0,0,0,0,2,NA,Employed,6
69,6,5810.0883609641205,2433.02,2,0,1,1,0,749.7416913813477,7225.501393662775,1,1,1,1,1,NA,Unemployed,8
70,3,5627.507047446638,3791.7,0,0,1,2,0,737.1997118425637,2378.9396775935993,0,0,0,0,0,NA,Employed,3
71,2,4066.636982101163,3737.66,0,3,0,1,2,651.3236217909587,4080.684154118185,0,0,0,0,1,NA,Employed,5
72,3,5746.211993678595,3422.91,3,1,0,3,0,619.2047920090596,6007.733162231364,1,1,1,1,2,NA,Unemployed,6
73,3,6154.032538455,4859.45,0,0,0,0,1,658.3426359775376,613.7659411165055,0,0,0,0,1,NA,Employed,1
74,5,6928.181068618731,1659.23,0,0,1,2,0,702.5999616999674,3285.006122466456,0,0,0,0,0,NA,Unemployed,4
75,3,5200.019530868261,3041.41,0,0,1,2,0,811.0906750130074,8725.207964096004,0,0,0,0,0,NA,Retired,9
76,6,3251.091399775084,4317.83,0,0,0,3,1,779.6212431502871,10286.093497631286,0,0,0,0,2,NA,Retired,10
77,1,4602.596903041682,2516.71,0,0,2,2,0,663.3866392160822,2642.770252978022,0,0,0,0,0,NA,Employed,3
78,4,2525.921750840066,2027.06,0,0,1,0,0,675.1074563035806,6128.634425678267,0,0,0,0,0,NA,Unemployed,7
79,5,5275.046710827938,2736.47,0,0,0,2,1,667.8992444305072,7235.250551755653,0,0,0,0,3,NA,Employed,6
80,0,2133.189431053782,3877.23,1,2,1,1,0,684,7394.02875362108,0,0,0,0,0,3,Employed,6
81,5,9230.10019912145,3002.7,0,0,0,0,0,533,8768.357414883034,0,0,0,0,1,0,Employed,9
82,3,1244.091381221766,1849.66,1,1,0,1,0,682.056965710689,9854.405658348347,1,0,0,0,2,NA,Student,9
83,4,4755.884838280503,3999.65,0,1,0,0,0,729.4568132796542,5147.574974336727,0,0,0,0,0,NA,Employed,6
84,6,9048.355815216697,3203.51,1,0,0,3,1,725.5388520055167,10965.252431701472,0,0,0,0,2,NA,Employed,9
85,7,2824.507281088005,3911.85,0,2,0,2,0,700.2290933244894,3930.869736419535,0,0,0,0,1,NA,Employed,4
86,5,3302.240773854718,2228.52,1,1,0,2,1,735.5776475478824,2350.512903812486,0,0,0,0,0,NA,Employed,2
87,3,886.2508518268432,3766.95,2,0,0,2,0,688.3104748352363,-240.4088972877371,0,0,0,0,2,NA,Employed,1
88,2,1961.056665620551,1959.35,1,0,0,1,0,677.1793587940011,1435.5330726214338,0,0,0,0,1,NA,Employed,2
89,2,2910.3056751418508,3443.88,1,0,0,2,1,708.9580156232714,6781.832873966439,0,0,0,0,0,NA,Employed,7
90,4,1827.5691830269348,3493.87,0,2,2,1,0,740.3072180132467,3068.6331597339718,0,0,0,0,0,NA,Employed,3
91,6,5752.459430767204,1396.96,0,1,0,1,1,693.6215540155274,3327.84317697051,0,0,0,0,0,NA,Retired,6
92,0,7945.078903872394,3880.61,1,1,0,1,0,754.1388850643531,5164.100345624807,0,0,0,0,0,NA,Unemployed,3
93,3,3290.7788239014035,1468.83,1,2,1,3,0,726.2490744061295,6234.0695013673885,0,0,0,0,0,NA,Employed,7
94,9,2744.3603074379566,1962.51,0,1,1,1,1,607,8363.991687199043,1,0,0,0,1,3,Employed,6
95,8,7338.44170164483,4266.31,2,1,1,2,0,640.8387074658821,9178.06516887214,0,0,0,0,0,NA,Retired,9
96,6,2059.1013941593897,2958.54,0,2,0,1,2,607.2290361722428,11061.692948171138,0,0,0,0,1,NA,Employed,10
97,4,5697.568261393619,3751.34,1,2,5,0,1,734.651627826982,1481.6387445738958,0,0,0,0,0,NA,Employed,1
98,5,6544.088439852893,3159.6,0,1,1,1,0,700.6411644538566,9256.654372396717,1,1,0,0,0,NA,Employed,10
99,6,9106.850830993053,879.33,1,0,1,0,0,654.1885773792926,846.9868090379989,0,0,0,0,0,NA,Employed,1
100,6,5935.700177614995,1481.35,0,0,0,0,0,747.618325935209,205.01875670082336,0,0,0,0,0,NA,Employed,1
101,6,3340.7420118121563,1926.35,0,0,0,1,0,759.2367544950038,995.9357401565474,0,0,0,0,2,NA,Employed,2
102,3,7693.052702478952,2509.82,1,1,1,2,2,730.9839901541569,4484.165014371713,1,1,1,1,0,NA,Student,3
103,3,1760.2415066236204,3667.93,0,2,2,1,0,751.373657835298,4773.706135029587,0,0,0,0,4,NA,Retired,6
104,4,6092.262618127334,2067.14,1,0,1,3,0,634.5156519359701,567.6677109580833,0,0,0,0,1,NA,Unemployed,1
105,9,5182.179636119116,2789.9,0,0,0,0,1,712.6742046221798,8583.869208559436,1,0,0,0,0,NA,Employed,8
106,9,372.4001715206459,3592.73,0,0,0,0,1,649.997462366447,2941.4287023740153,0,0,0,0,0,NA,Employed,4
107,6,4864.012536660086,2266.4,0,0,3,2,0,713.3408252709669,11185.770216577273,1,0,0,0,1,NA,Unemployed,10
108,6,5796.306568898834,4886.91,0,1,3,0,0,709.632012008836,2397.5028430777647,1,1,0,0,1,NA,Employed,2
109,5,5032.37563384308,2958.93,0,1,0,0,1,721.7266510907633,3083.8975225256945,0,0,0,0,0,NA,Employed,3
110,0,8084.012773203489,4868.44,0,2,0,2,2,761.2594887538922,13172.20800912788,1,1,1,1,0,NA,Employed,10
111,5,4097.8576845687285,2714.85,2,3,0,2,1,663,1872.9243682057333,0,0,0,0,1,3,Employed,3
112,7,2225.4623678365474,1869.34,0,0,1,1,1,760.0639780187539,3723.4234944868367,1,0,0,0,0,NA,Employed,4
113,6,4433.965641417632,5021.83,1,0,1,1,0,738.4585552221705,2100.9636453032745,1,0,0,0,1,NA,Employed,2
114,5,5346.689055448678,4432.65,0,1,1,1,0,707.5411093826466,7291.979123685999,0,0,0,0,1,NA,Retired,7
115,5,268.3602207326485,4217.5,0,1,1,1,1,750.5098456294572,2327.9203820390317,1,0,0,0,1,NA,Retired,2
116,5,4235.535696729799,5493.94,0,1,0,2,2,747.7893969812566,5759.096557157262,0,0,0,0,0,NA,Retired,7
117,0,6277.119975930151,3790.01,0,0,1,1,0,691.4482811559078,8145.4414060906,0,0,0,0,0,NA,Student,8
118,4,4812.643558478763,3116.2,0,1,3,0,0,736.9992203175065,5572.104963447269,2,1,1,1,2,NA,Unemployed,6
119,5,6184.881432894865,3420.01,0,0,0,1,0,660.2336795885734,4676.053415953829,0,0,0,0,0,NA,Employed,6
120,7,8074.32396368318,1259.18,2,2,3,2,0,719.3414128584687,3319.8722893450526,1,1,1,1,0,NA,Employed,3
121,4,1350.4344686806712,1038.67,1,1,2,2,0,605.8324594560837,4477.669972940306,1,1,0,0,1,NA,Student,3
122,4,7840.1726430762355,3432.45,0,0,1,0,1,752.800081427968,1152.848679813388,0,0,0,0,1,NA,Employed,1
123,5,6448.784757260956,2497.58,0,1,0,0,0,766.1342225572654,8482.992585540464,0,0,0,0,1,NA,Student,7
124,5,7771.881195641547,3799.5,1,3,1,0,1,600,3394.932273969729,0,0,0,0,0,6,Employed,3
125,6,6345.4405952106845,2344.28,0,2,1,0,0,668.9640528051036,3688.56258732992,0,0,0,0,0,NA,Employed,4
126,4,5182.600383732236,5102.43,1,2,0,1,0,695.6524781075394,871.6730691779816,0,0,0,0,1,NA,Employed,2
127,8,8805.980539283266,2863.46,1,0,0,3,0,731.1020598552425,6155.9238984311205,0,0,0,0,1,NA,Employed,7
128,9,4582.669896291974,154.23,0,1,1,0,1,798.0047635493688,1547.057611771796,0,0,0,0,1,NA,Employed,3
129,3,1009.1275856632233,5070.05,1,3,0,1,0,747.451578578996,11962.361426173717,0,0,0,0,0,NA,Unemployed,10
130,6,5103.375513127652,3527.03,0,0,1,0,1,731.7938549917573,1912.2336661797515,0,0,0,0,3,NA,Student,4
131,8,1120.1534039685607,3247.2,1,4,1,1,0,730.2037908961838,6410.08963296254,0,0,0,0,1,NA,Employed,7
132,5,7794.0368681634345,2438.04,0,1,0,1,1,688.0866892171374,3004.61638420554,0,0,0,0,0,NA,Employed,4
133,6,2126.311890517838,3814.59,0,0,1,1,0,599.935257784914,4249.957972346754,1,1,0,0,2,NA,Employed,6
134,9,7399.0850016455715,3663.74,1,1,4,2,0,602.6056448148837,6293.194752356129,0,0,0,0,0,NA,Employed,7
135,7,3556.1994333152875,4208.6,1,1,2,2,1,667,1907.47002881758,0,0,0,0,1,5,Employed,2
136,5,4288.378773435043,3273.8,0,1,1,1,1,731.96253170366,10834.505029572838,0,0,0,0,0,NA,Retired,10
137,7,7973.745030807545,2919.38,1,0,1,3,1,718.9350383613668,1591.2752970638405,1,1,0,0,0,NA,Employed,3
138,2,5955.098722791265,3398.48,0,0,3,0,0,735.5455589367648,5883.686569915258,0,0,0,0,2,NA,Employed,6
139,7,2259.5515166429823,1355.58,1,0,2,3,1,680.3223077240883,8214.259908684488,0,0,0,0,1,NA,Unemployed,9
140,6,4645.76208495436,3330.89,1,0,0,1,0,680.2710613428428,8235.555294091486,0,0,0,0,1,NA,Employed,8
141,3,4334.881781710708,2756.59,1,0,0,4,1,757.387529250919,6038.97578561913,0,0,0,0,0,NA,Student,10
142,2,3219.562047700655,5354.44,0,0,0,1,0,681.609905554372,4567.2174032162375,0,0,0,0,0,NA,Student,6
143,5,6281.432816179861,2782.96,0,3,0,1,0,654.951977197254,4127.071480207344,0,0,0,0,1,NA,Employed,5
144,7,10274.70296474735,3495.49,1,1,1,1,0,693.5944252083847,3736.2620973191983,0,0,0,0,1,NA,Employed,3
145,6,2798.602882141692,2069.32,1,0,1,3,0,671.9473393466889,10528.564505466056,0,0,0,0,3,NA,Unemployed,10
146,7,4583.85942997394,1904.81,1,0,2,3,0,748.4354549355787,11303.492752767412,0,0,0,0,0,NA,Employed,9
147,3,10352.251234232452,1501.06,1,1,1,1,0,697,8715.956897459695,1,0,0,0,1,3,Unemployed,9
148,9,5418.820961047534,2160.62,0,0,0,1,0,715.9830711094984,7915.915135675734,0,0,0,0,0,NA,Employed,8
149,4,4310.549841402959,1350.54,1,0,1,1,0,775.9525946841356,1648.2179319732759,0,0,0,0,0,NA,Employed,3
150,3,4990.931929553218,3288.7,0,0,2,1,0,692.940611034567,3333.552775767951,0,0,0,0,2,NA,Retired,3
151,6,1662.7455669534484,2683.3,0,0,0,0,2,655.2801154818904,4377.100088033678,1,1,1,1,0,NA,Employed,6
152,4,4710.783818981547,1975.04,0,1,0,0,0,617,8981.80859383178,0,0,0,0,1,5,Retired,9
153,7,2830.4135836324,3646.99,2,0,2,1,1,631,1794.8685362334627,1,1,0,0,1,6,Student,2
154,4,2507.3747833023176,2929.7,1,1,1,3,1,733.049409436023,8056.70825957413,0,0,0,0,1,NA,Employed,8
155,6,5442.1883261904595,190.91,0,0,1,0,1,683.4681182160095,2275.322680474468,0,0,0,0,0,NA,Employed,2
156,7,3513.69632303546,2000.97,1,1,1,0,1,568.1889770689594,7218.126296388266,0,0,0,0,0,NA,Employed,8
157,3,6013.032772265791,3412.67,0,0,1,0,0,647.7890520007584,1735.07056604978,0,0,0,0,1,NA,Employed,1
158,1,5893.443395696256,1674.03,0,0,1,1,1,704.3330709856964,6980.7301128369545,0,0,0,0,1,NA,Employed,8
159,3,5741.720936059557,3422.42,1,1,2,1,0,664.8040596125367,3583.082387403634,0,0,0,0,1,NA,Retired,4
160,6,5263.564443338059,3583.9,0,0,0,0,0,709.7411090087592,8698.655422537733,0,0,0,0,0,NA,Employed,9
161,9,6040.804098464012,1894.63,0,0,0,1,2,683.8850368863367,7358.540358788417,0,0,0,0,1,NA,Student,9
162,5,2777.2376681106766,2912.92,0,1,1,1,1,696.5377671898224,2033.1015590154757,0,0,0,0,1,NA,Employed,2
163,5,2438.2487569284153,3927.06,0,0,1,1,0,653.9822319862317,1148.1542657328241,0,0,0,0,1,NA,Employed,2
164,3,3420.8921704266304,3415.9,2,0,0,1,0,741.4613832593614,7584.722821170549,1,0,0,0,1,NA,Employed,7
165,5,7271.692703759121,4843.11,1,0,2,3,0,617.2717235926978,5991.941012002782,0,0,0,0,3,NA,Employed,6
166,3,4918.009714509952,3746.78,1,0,3,2,0,728.187298715031,3719.2187828510214,0,0,0,0,0,NA,Employed,6
167,5,4673.529039802582,3385.28,0,0,1,0,1,679.6715413384525,1658.9202663188846,0,0,0,0,0,NA,Employed,1
168,4,4555.061134728794,2336.23,1,2,1,1,0,646.1679934567533,2664.6903730793174,0,0,0,0,2,NA,Employed,2
169,2,5205.936298011715,3569.1,0,0,1,1,0,736.6263031455205,508.69600938771765,0,0,0,0,1,NA,Unemployed,1
170,3,6047.615297581513,413.74,0,0,2,2,1,688.985477459233,9358.063551648129,0,0,0,0,0,NA,Employed,9
171,6,5064.477943089325,3540.7,0,0,1,0,1,742.66208308345006,7199.098517777594,0,0,0,0,2,NA,Employed,8
172,4,6960.92553100177,2898.89,0,0,2,0,0,643.8375171836174,8312.611389286865,0,0,0,0,0,NA,Employed,8
173,4,7518.907700954688,3097.89,1,0,1,0,0,721.1795543947587,7685.738222599728,1,0,0,0,1,NA,Employed,8
174,5,7150.464027015716,3547.84,1,0,0,0,0,711.964200684296,5854.397277689823,0,0,0,0,1,NA,Employed,7
175,4,5352.852040789086,2761.05,3,0,0,1,1,725.7663038392598,2961.0484112816857,0,0,0,0,1,NA,Employed,3
176,3,7827.874931650293,3302.22,0,1,0,0,1,657.4499573216368,6085.537951509747,0,0,0,0,2,NA,Employed,5
177,7,5321.94332252213,3260.92,2,1,0,3,0,678,9116.209632817761,0,0,0,0,1,3,Retired,9
178,5,5435.135156231792,2113.04,0,1,0,0,0,714.9684874552096,1271.9707891261794,0,0,0,0,0,NA,Employed,1
179,7,5250.556654473489,2309.07,3,1,0,0,0,660.3921121047077,1864.8958026347213,0,0,0,0,1,NA,Unemployed,2
180,7,6451.348249573074,2323.34,0,1,1,1,0,686.7602908596143,5298.799582352099,0,0,0,0,1,NA,Employed,5
181,8,3738.6199046760144,3126.24,0,2,0,0,0,689.1515000662928,8920.326237479008,0,0,0,0,1,NA,Unemployed,8
182,7,3400.98706688342,4308.51,1,0,1,3,0,704.2121026391052,8246.794001205777,0,0,0,0,1,NA,Employed,9
183,4,8266.05385797476,2999.5,1,0,2,0,0,640.8248685712311,4075.044800072931,0,0,0,0,1,NA,Employed,3
184,3,2286.335754271952,3480.86,2,2,1,3,0,717.8145495788901,7749.366234619856,0,0,0,0,0,NA,Employed,7
185,6,7577.26086453979,2049.07,1,3,1,2,0,672.2261865524155,2318.5961977022966,2,0,0,0,1,NA,Employed,3
186,6,1772.283568764709,3214.11,0,1,1,2,0,750.189014244602,2310.875919334146,0,0,0,0,2,NA,Employed,2
187,8,8621.527672641587,2838.43,0,0,2,0,0,738.597346060346,7283.513319318891,0,0,0,0,1,NA,Employed,8
188,7,4884.75379980727,3459.62,0,2,2,1,3,429,2446.6083007842017,0,0,0,0,2,0,Student,2
189,3,9830.126686464519,1932.77,0,0,0,0,0,719.8286936210435,2774.505400882054,0,0,0,0,0,NA,Employed,3
190,4,5680.480231278147,3509.19,1,3,1,1,0,783.7102666030524,6705.7296641211,0,0,0,0,1,NA,Student,7
191,3,3783.3665762777055,2786.23,0,0,0,2,1,652.6862443043204,6778.715549393944,0,0,0,0,0,NA,Retired,7
192,7,6752.270359456166,4705.77,1,0,0,1,0,640,6562.079137840246,1,1,0,0,1,5,Student,6
193,3,5528.371350344775,3192.69,0,1,1,2,0,682.61771755919,8330.495111270568,0,0,0,0,1,NA,Employed,10
194,3,6414.816533888288,2219.5,1,0,1,1,0,705.7602706927297,7666.0769801095985,1,0,0,0,1,NA,Employed,7
195,2,5503.772082372303,3534.42,0,1,1,1,1,645.1763373923343,3701.476894565645,1,0,0,0,0,NA,Employed,4
196,2,7772.120844637575,2714.96,1,0,2,0,1,613.8077400904181,5720.988109012626,1,0,0,0,1,NA,Unemployed,4
197,5,6911.228594713863,1950.15,0,1,3,1,1,617,1913.6802687819934,0,0,0,0,0,6,Employed,3
198,2,4205.25671656302,3261.67,0,1,0,1,0,734.9675766089305,2566.733656274837,0,0,0,0,3,NA,Employed,4
199,6,5474.65458165002,2589.31,2,2,0,1,0,803.053580486146,10836.313525887805,0,0,0,0,1,NA,Employed,9
200,6,8282.4919785672555,3533.22,1,1,0,4,0,663.012501681631,10553.87989479915,1,1,1,1,1,NA,Employed,9
201,8,5390.2940847313585,3867.51,1,0,4,1,0,700,864.1367959993274,0,0,0,0,0,5,Retired,1
202,5,7489.850741607163,2481.33,0,2,1,1,0,677.5484631047398,4187.489905628869,0,0,0,0,0,NA,Employed,7
203,7,7213.194878689542,0,0,2,0,0,1,729.9825846333207,12829.500043062095,0,0,0,0,0,NA,Unemployed,9
204,5,5481.428025684959,2606.51,1,0,2,0,0,737.8095271956358,1305.8979990246694,0,0,0,0,0,NA,Employed,1
205,3,6655.798408784765,1920.26,1,1,1,0,0,689.2516169963326,962.5386666946746,0,0,0,0,1,NA,Unemployed,2
206,5,3905.4353842466885,2914.43,0,0,1,2,0,746.0107208656527,9718.037503340893,1,1,1,1,0,NA,Retired,9
207,9,4902.834594236996,2546.6,0,0,0,0,0,722.3586335413853,3495.4264483952384,0,0,0,0,1,NA,Employed,5
208,5,8871.13665964799,4266.43,1,2,2,1,0,710.8625728108051,8612.540004445986,0,0,0,0,0,NA,Employed,9
209,3,5507.195101520454,3312.64,0,0,2,2,0,776.0881890009141,3633.3148232018825,0,0,0,0,1,NA,Employed,3
210,3,7505.779372323159,3221,0,0,2,2,1,637,376.7562838222326,1,1,1,1,0,3,Student,1
211,5,4156.5548621970565,3070.71,0,0,0,1,0,700.1899159726266,666.9276804636157,1,1,1,1,2,NA,Employed,2
212,6,244.0147983468587,1559.18,0,0,1,0,1,666.4412583892579,9276.843359358161,0,0,0,0,0,NA,Employed,8
213,4,3195.0220454654495,6197.57,0,0,1,1,1,705.6130293835721,10295.18363590998,0,0,0,0,1,NA,Retired,10
214,2,4524.47662771341,1727.44,1,1,0,1,1,653.7018371984377,9454.467806276247,0,0,0,0,0,NA,Employed,7
215,5,2563.9880341968396,2717.81,1,0,1,2,1,728.1712526994306,798.7352676779482,0,0,0,0,1,NA,Employed,1
216,7,6688.250822868267,2695.16,0,0,2,1,1,624,6666.5241366966475,0,0,0,0,1,5,Employed,7
217,5,4983.253954027975,2829.42,0,2,0,1,1,673.1827012052514,1373.5106450482572,0,0,0,0,0,NA,Retired,3
218,4,3067.8430799712087,2018.02,1,1,0,1,3,640,10875.460569275072,0,0,0,0,0,5,Employed,9
219,5,7166.278498621534,3182.67,0,1,2,3,0,759.8152584505145,2755.1684183034613,0,0,0,0,1,NA,Employed,3
220,8,4349.02531342976,3422.53,1,1,1,2,1,659.05153599278,6096.423171817094,0,0,0,0,1,NA,Student,9
221,5,2681.211079312808,2627.77,0,1,1,0,1,724.1741219177713,2696.1397342473374,0,0,0,0,3,NA,Unemployed,4
